Province,Year,Number of projects,Total registered capital (Mill. USD),Income,Poverty Rate,Number of Enterprises,Employment Rate,Trained Labour Rate,Governance Score,Quintile 1,Quintile 2,Quintile 3,Quintile 4,Quintile 5,Ratio,Index of Industrial Output,RuralPop,UrbanPop,UrbanPercent,RuralPercent
Yên Bái,2021,33,448600000,2540000,14,1887,42.8,22.2,36.08,803,1218,1818,2929,5968,7.432129514,108.1,667900,174700,0.207334441,0.792665559
Thái Nguyên,2011,26,117800000,1149000,16.9,1908,59.9,18.9,35.53,357,571,839,1298,2668,7.473389356,138.8,817200,322200,0.282780411,0.717219589
Thái Nguyên,2013,53,3554900000,1747000,13.3,1918,61.4,21.5,37.45,499,945,1398,2017,3865,7.745490982,102.1,811800,344200,0.297750865,0.702249135
Thái Nguyên,2014,76,6910300000,2238000,11.1,1965,60.3,20.1,36.36,637,1185,1829,2626,4937,7.750392465,322.8,818100,355100,0.302676441,0.69732356
Thái Nguyên,2015,100,7116500000,2238000,9.1,2099,61.1,25.2,36.74,636,1181,1821,2615,4924,7.742138365,176,843000,387800,0.315079623,0.684920377
Thái Nguyên,2016,122,7260400000,3023000,7.8,2779,58.5,29.4,36.99,896,1682,2368,3267,6973,7.782366071,123.7,850300,392500,0.315819118,0.684180882
Thái Nguyên,2017,130,7331400000,3005000,7.4,4045,59.9,26,37.53,890,1682,2368,3267,6855,7.702247191,118.3,856700,399400,0.317968315,0.682031685
Thái Nguyên,2018,142,7736200000,4014000,6,4235,59.7,24.7,38.24,1161,2219,2987,3911,9822,8.45994832,112.1,868300,405200,0.318178249,0.681821751
Thái Nguyên,2019,158,8279600000,4279000,5.1,4526,59.4,27.2,36.36,1090,2383,3755,4794,9391,8.61559633,111.1,877100,413900,0.320604183,0.679395817
Thái Nguyên,2020,179,8752700000,3806000,4.1,4789,58,28.2,39.85,1158,2351,3583,4581,7409,6.398100173,104.2,888200,419700,0.320896093,0.679103907
Thái Nguyên,2021,193,9841000000,3814000,3.7,5167,44.6,35.4,37,1164,2339,3157,4518,7913,6.798109966,107.7,897800,425400,0.32149335,0.678506651
Lạng Sơn,2011,31,188900000,929000,25,762,64.2,12.4,38.38,305,482,678,1046,2128,6.97704918,107,598700,142100,0.191819654,0.808180346
Lạng Sơn,2013,31,192800000,1212000,20.4,779,65.9,16.4,37.8,409,567,794,1428,2853,6.975550122,103,604500,145300,0.193785009,0.806214991
Lạng Sơn,2014,31,192800000,1437000,18,809,66.7,15.8,37.91,480,709,1023,1649,3362,7.004166667,105.2,606600,147100,0.195170492,0.804829508
Lạng Sơn,2015,36,207000000,1437000,16.2,851,64,14.6,34.96,480,707,1018,1633,3340,6.958333333,111.6,606600,151200,0.199524941,0.800475059
Lạng Sơn,2016,40,224400000,1684000,23.5,1099,64.9,15.8,34.6,549,834,1196,1952,3904,7.111111111,107.7,610100,153300,0.200812156,0.799187844
Lạng Sơn,2017,40,226300000,1684000,20.6,1608,62.7,15.5,34.96,544,825,1191,1952,3924,7.213235294,105.1,613300,155400,0.20215949,0.79784051
Lạng Sơn,2018,41,237200000,2047000,18.4,1746,62,19.8,38.43,584,1106,1604,2441,4514,7.729452055,106.5,618000,157800,0.203402939,0.796597061
Lạng Sơn,2019,42,238200000,2250000,15.9,1905,62.3,16.5,36.35,668,1062,1714,2601,5246,7.853293413,109.5,622500,160300,0.204777721,0.795222279
Lạng Sơn,2020,42,238200000,2297000,12.3,2015,60.8,21,35.74,735,1163,1802,2707,5099,6.937414966,101.7,607000,181700,0.230379105,0.769620895
Lạng Sơn,2021,42,240400000,2471000,10.7,2220,37.6,27.8,38.79,733,1268,1883,2785,5715,7.796725784,105.3,613100,183900,0.230740276,0.769259724
Bắc Giang,2011,85,702400000,1103000,16.7,1633,62,13.9,34.9,403,628,902,1245,2338,5.801488834,109.7,1422000,152800,0.097028194,0.902971806
Bắc Giang,2013,128,1832300000,1568000,12.1,1830,62,15.5,31.79,502,950,1356,1894,3135,6.24501992,118.7,1450900,157100,0.097699005,0.902300995
Bắc Giang,2014,168,2151500000,2173000,9.8,1870,62.3,15.6,0,709,1306,1832,2509,4531,6.390691114,114.7,1440700,183700,0.113087909,0.886912091
Bắc Giang,2015,229,2459000000,2174000,7.9,2043,61.9,17.6,36.42,708,1302,1830,2504,4515,6.377118644,116.8,1477900,189100,0.113437313,0.886562688
Bắc Giang,2016,290,3494800000,2767000,6.4,2576,61.7,16.5,37.77,888,1626,2372,3242,5734,6.457207207,120.3,1503800,193100,0.113795745,0.886204255
Bắc Giang,2017,357,4483500000,2778000,5.4,4715,60.7,17.9,37.17,881,1626,2372,3242,5796,6.578887628,129.3,1538600,198200,0.114117918,0.885882082
Bắc Giang,2018,425,4840300000,3450000,3.8,5451,60.8,16.7,38.15,1042,2044,2841,3777,7581,7.275431862,129.7,1574600,202900,0.114149086,0.885850914
Bắc Giang,2019,505,5977200000,3773000,3.3,5881,60.1,18,38.29,1104,2109,3247,4316,8121,7.355978261,130.1,1603100,207400,0.114553991,0.885446009
Bắc Giang,2020,544,7136300000,3930000,2.8,6549,59.5,19.8,37.86,1473,2650,3360,4445,7745,5.257976918,119.8,1507600,334000,0.181364031,0.818635969
Bắc Giang,2021,568,8618000000,3966000,2.6,7117,50.4,26.7,0,1636,2657,3386,4260,7913,4.836797066,112.2,1533600,341700,0.182210846,0.817789154
Phú Thọ,2011,70,426600000,1126000,17,2232,63,13.2,35.72,381,594,842,1210,2605,6.837270341,115,1086000,241700,0.182044137,0.817955864
Phú Thọ,2013,86,501700000,1579000,12,2406,63.6,15.3,36.76,488,854,1318,1850,3379,6.924180328,106,1100900,250400,0.185303042,0.814696959
Phú Thọ,2014,95,522600000,1954000,9.7,2452,61.1,14.2,36.82,630,1039,1546,2200,4377,6.947619048,106.2,1107400,252800,0.185855021,0.814144979
